iata,icao,state,country,candidate_networks,candidate_sid,mwgg_tz,lat,lon,matched_network,evidence_basis,location_distance_km,valid_subperiod_start,valid_subperiod_end,utc_offset_equivalent_2018_2019,found_in_iem_network,verification_tier,iem_tzname,archive_begin,archive_end,period_covers_2018_2019,tz_matches_mwgg,note
RST,KRST,Minnesota,US,MN_ASOS,RST,America/Chicago,43.9082984924,-92.5,MN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.8190333384408227,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-01-01,,True,True,
RSW,KRSW,Florida,US,FL_ASOS,RSW,America/New_York,26.5361995697,-81.7552032471,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.25850699496969143,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1983-07-22,,True,True,
SAF,KSAF,New Mexico,US,NM_ASOS,SAF,America/Denver,35.617099762,-106.088996887,NM_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.036438797300588785,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1946-08-01,,True,True,
SAN,KSAN,California,US,CA_ASOS,SAN,America/Los_Angeles,32.7336006165,-117.1900024414,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.515754364873703,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1930-01-01,,True,True,
SAT,KSAT,Texas,US,TX_ASOS,SAT,America/Chicago,29.533700943,-98.4698028564,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.4774830196369617,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1934-03-09,,True,True,
SAV,KSAV,Georgia,US,GA_ASOS,SAV,America/New_York,32.12760162,-81.20210266,GA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.42276975961061597,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1947-12-31,,True,True,
SBA,KSBA,California,US,CA_ASOS,SBA,America/Los_Angeles,34.42620087,-119.8399963,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.33072118170953474,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1937-01-01,,True,True,
SBN,KSBN,Indiana,US,IN_ASOS,SBN,America/Indiana/Indianapolis,41.7086982727,-86.3172988892,IN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.18254782675993858,2018-01-01,2019-12-31,,True,confirmed_period,America/Indiana/Indianapolis,1929-12-02,,True,True,
SBP,KSBP,California,US,CA_ASOS,SBP,America/Los_Angeles,35.2368011475,-120.641998291,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.23936049143557556,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1973-02-27,,True,True,
SBY,KSBY,Maryland,US,MD_ASOS,SBY,America/New_York,38.3404998779,-75.5102996826,MD_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",3.083212514097459e-05,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-12-31,,True,True,
SCC,PASC,Alaska,US,AK_ASOS,PASC,America/Anchorage,70.19470215,-148.4649963,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.013314733097489347,2018-01-01,2019-12-31,,True,confirmed_period,America/Anchorage,1972-12-31,,True,True,
SCE,KUNV,Pennsylvania,US,PA_ASOS,SCE,America/New_York,40.8493003845,-77.8487014771,,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",,,,,False,unconfirmed,,,,,,candidate sid SCE not found in PA_ASOS
SCK,KSCK,California,US,CA_ASOS,SCK,America/Los_Angeles,37.8941993713,-121.2379989624,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.026415895820231034,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1941-01-03,,True,True,
SDF,KSDF,Kentucky,US,KY_ASOS,SDF,America/Kentucky/Louisville,38.1744003296,-85.736000061,KY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5637995141683649,2018-01-01,2019-12-31,True,True,tz_conflict_needs_resolution,America/New_York,1929-12-31,,True,False,
SEA,KSEA,Washington,US,WA_ASOS,SEA,America/Los_Angeles,47.4490013123,-122.3089981079,WA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6275073753132514,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1944-07-07,,True,True,
SFB,KSFB,Florida,US,FL_ASOS,SFB,America/New_York,28.7775993347,-81.2375030518,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6384763135956102,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1945-04-01,,True,True,
SFO,KSFO,California,US,CA_ASOS,SFO,America/Los_Angeles,37.6189994812,-122.375,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00880780968134658,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1932-01-01,,True,True,
SGF,KSGF,Missouri,US,MO_ASOS,SGF,America/Chicago,37.24570084,-93.38860321,MO_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6742901159852495,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-01-01,,True,True,
SGU,KSGU,Utah,US,UT_ASOS,SGU,America/Denver,37.0363888889,-113.510305556,UT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0013302882467819675,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1980-07-01,,True,True,
SHD,KSHD,Virginia,US,VA_ASOS,SHD,America/New_York,38.2638015747,-78.8964004517,VA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00017948497911290487,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
SHV,KSHV,Louisiana,US,LA_ASOS,SHV,America/Chicago,32.4466018677,-93.8255996704,LA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.13075203920442033,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1934-01-01,,True,True,
SIT,PASI,Alaska,US,AK_ASOS,PASI,America/Sitka,57.0471000671,-135.3619995117,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.02416426639033764,2018-01-01,2019-12-31,True,True,tz_conflict_needs_resolution,America/Juneau,1930-08-01,,True,False,
SJC,KSJC,California,US,CA_ASOS,SJC,America/Los_Angeles,37.3625984192,-121.9290008545,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5402148456609636,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1951-01-01,,True,True,
SJT,KSJT,Texas,US,TX_ASOS,SJT,America/Chicago,31.3577003479,-100.4960021973,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.673961766175568,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1941-07-01,,True,True,
SJU,TJSJ,Carolina,PR,PR_ASOS,TJSJ,America/Puerto_Rico,18.4393997192,-66.0018005371,PR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.2205987590885852,2018-01-01,2019-12-31,,True,confirmed_period,America/Puerto_Rico,1941-06-17,,True,True,
SLC,KSLC,Utah,US,UT_ASOS,SLC,America/Denver,40.7883987427,-111.9779968262,UT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.1512954504398316,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1930-02-06,,True,True,
SLN,KSLN,Kansas,US,KS_ASOS,SLN,America/Chicago,38.7910003662,-97.6521987915,KS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00011237692464991386,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1942-11-06,,True,True,
SMF,KSMF,California,US,CA_ASOS,SMF,America/Los_Angeles,38.695400238,-121.591003418,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0176537736431497,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1972-12-31,,True,True,
SMX,KSMX,California,US,CA_ASOS,SMX,America/Los_Angeles,34.89889908,-120.4570007,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6500763854003384,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1948-01-01,,True,True,
SNA,KSNA,California,US,CA_ASOS,SNA,America/Los_Angeles,33.67570114,-117.8679962,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.018859132924366123,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1940-06-17,,True,True,
SPI,KSPI,Illinois,US,IL_ASOS,SPI,America/Chicago,39.84410095,-89.67790222,IL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5163698991620125,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1935-11-01,,True,True,
SPN,PGSN,Saipan,MP,GU_ASOS,PGSN,Pacific/Saipan,15.1190004349,145.7290039063,,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",,,,,False,unconfirmed,,,,,,candidate sid PGSN not found in GU_ASOS
SPS,KSPS,Texas,US,TX_ASOS,SPS,America/Chicago,33.98880005,-98.49189758,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.1372432913745447,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1933-01-01,,True,True,
SRQ,KSRQ,Florida,US,FL_ASOS,SRQ,America/New_York,27.3953990936,-82.554397583,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.7857285554922122,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
STC,KSTC,Minnesota,US,MN_ASOS,STC,America/Chicago,45.5466003418,-94.0598983765,MN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.7635723056933807,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-01-01,,True,True,
STL,KSTL,Missouri,US,MO_ASOS,STL,America/Chicago,38.7486991882,-90.3700027466,MO_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5060972439785477,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1929-01-01,,True,True,
STS,KSTS,California,US,CA_ASOS,STS,America/Los_Angeles,38.50899887,-122.8130035,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6144579576093293,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1943-04-04,,True,True,
STT,TIST,Saint-Thomas-Island,VI,VI_ASOS,TIST,America/St_Thomas,18.3372993469,-64.9733963013,VI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00039709008055329495,2018-01-01,2019-12-31,False,True,tz_conflict_needs_resolution,Atlantic/Bermuda,1952-12-31,,True,False,
STX,TISX,Saint-Croix-Island,VI,VI_ASOS,TISX,America/St_Thomas,17.7019004822,-64.7985992432,VI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6799313906917641,2018-01-01,2019-12-31,False,True,tz_conflict_needs_resolution,Atlantic/Bermuda,1941-09-01,,True,False,
SUN,KSUN,Idaho,US,ID_ASOS,SUN,America/Boise,43.50439835,-114.2959976,ID_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.8855136361682191,2018-01-01,2019-12-31,,True,confirmed_period,America/Boise,1973-01-01,,True,True,
SUX,KSUX,Iowa,US,IA_ASOS,SUX,America/Chicago,42.40259933,-96.38439941,IA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.2769847259213933,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1939-12-04,,True,True,
SWF,KSWF,New York,US,NY_ASOS,SWF,America/New_York,41.5041007996,-74.1047973633,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00023688960302690925,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1942-08-01,,True,True,
SWO,KSWO,Oklahoma,US,OK_ASOS,SWO,America/Chicago,36.1612014771,-97.0857009888,OK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00018669966749872057,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1973-01-03,,True,True,
SYR,KSYR,New York,US,NY_ASOS,SYR,America/New_York,43.1111984253,-76.106300354,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0001774412263847447,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1930-01-01,,True,True,
TLH,KTLH,Florida,US,FL_ASOS,TLH,America/New_York,30.3964996338,-84.3503036499,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.34972728162677724,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1937-02-22,,True,True,
TOL,KTOL,Ohio,US,OH_ASOS,TOL,America/New_York,41.58679962,-83.80780029,OH_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.20086774998940826,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1955-01-31,,True,True,
TPA,KTPA,Florida,US,FL_ASOS,TPA,America/New_York,27.9755001068,-82.533203125,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.6651461467432056,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1937-04-01,,True,True,
TRI,KTRI,Tennessee,US,TN_ASOS,TRI,America/New_York,36.4752006531,-82.4074020386,TN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00019621243548028868,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1934-07-01,,True,True,
TTN,KTTN,New Jersey,US,NJ_ASOS,TTN,America/New_York,40.2766990662,-74.8134994507,NJ_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.2039575771600726,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1930-06-07,,True,True,
TUL,KTUL,Oklahoma,US,OK_ASOS,TUL,America/Chicago,36.1983985901,-95.8880996704,OK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00015953929555096406,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1930-01-01,,True,True,
TUS,KTUS,Arizona,US,AZ_ASOS,TUS,America/Phoenix,32.1161003113,-110.9410018921,AZ_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5458930703001492,2018-01-01,2019-12-31,,True,confirmed_period,America/Phoenix,1928-05-01,,True,True,
TVC,KTVC,Michigan,US,MI_ASOS,TVC,America/Detroit,44.7414016724,-85.5821990967,MI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.02716826069052813,2018-01-01,2019-12-31,,True,confirmed_period,America/Detroit,1948-12-01,,True,True,
TWF,KTWF,Idaho,US,ID_ASOS,TWF,America/Boise,42.48180008,-114.487999,ID_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.016319091159833037,2018-01-01,2019-12-31,,True,confirmed_period,America/Boise,1972-12-31,,True,True,
TXK,KTXK,Arkansas,US,AR_ASOS,TXK,America/Chicago,33.4537010193,-93.9909973145,AR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00027371271903978524,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1946-07-29,,True,True,
TYR,KTYR,Texas,US,TX_ASOS,TYR,America/Chicago,32.3540992737,-95.4023971558,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0002791035343376413,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1934-09-16,,True,True,
TYS,KTYS,Tennessee,US,TN_ASOS,TYS,America/New_York,35.81100082,-83.9940033,TN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.0817965201955317,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1900-12-31,,True,True,
UIN,KUIN,Illinois,US,IL_ASOS,UIN,America/Chicago,39.94269943,-91.19460297,IL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.011185755243581614,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-12-01,,True,True,
USA,KJQF,North Carolina,US,NC_ASOS,USA,America/New_York,35.3877983093,-80.7090988159,,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",,,,,False,unconfirmed,,,,,,candidate sid USA not found in NC_ASOS
VEL,KVEL,Utah,US,UT_ASOS,VEL,America/Denver,40.4408989,-109.5100021,UT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.008641368927396666,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1973-01-01,,True,True,
VLD,KVLD,Georgia,US,GA_ASOS,VLD,America/New_York,30.7824993134,-83.2767028809,GA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00028560436946156595,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1947-12-31,,True,True,
VPS,KVPS,Florida,US,FL_ASOS,VPS,America/Chicago,30.4832000732,-86.5253982544,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00016747085127289047,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1938-09-10,,True,True,
WRG,PAWG,Alaska,US,AK_ASOS,PAWG,America/Sitka,56.48429871,-132.3699951,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0119796249961082,2018-01-01,2019-12-31,True,True,tz_conflict_needs_resolution,America/Juneau,1972-12-31,,True,False,
WYS,KWYS,Montana,US,MT_ASOS,WYS,America/Denver,44.68840027,-111.1179962,MT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.03132090720294979,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1973-06-01,,True,True,
XNA,KXNA,Arkansas,US,AR_ASOS,XNA,America/Chicago,36.2818984985,-94.3068008423,AR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.021120309837045773,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1998-11-01,,True,True,
XWA,KXWA,North Dakota,US,ND_ASOS,XWA,America/Chicago,48.259722,-103.750556,ND_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.004813564604778663,2019-10-12,2019-12-31,,True,confirmed_current_only,America/Chicago,2019-10-12,,False,True,
YAK,PAYA,Alaska,US,AK_ASOS,PAYA,America/Yakutat,59.5032997131,-139.660003662,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.1586671731001283,2018-01-01,2019-12-31,,True,confirmed_period,America/Yakutat,1941-05-01,,True,True,
YKM,KYKM,Washington,US,WA_ASOS,YKM,America/Los_Angeles,46.56819916,-120.5439987,WA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.007744500552224314,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1909-03-01,,True,True,
YNG,KYNG,Ohio,US,OH_ASOS,YNG,America/New_York,41.26070023,-80.67910004,OH_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.8244522046744069,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1947-12-31,,True,True,
YUM,KNYL,Arizona,US,AZ_ASOS,YUM,America/Phoenix,32.65660095,-114.6060028,AZ_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00028261314823396885,,,,True,confirmed_current_only,America/Phoenix,1940-04-01,2007-01-05,False,True,
